,Text,Clase
1285,"📸 Retrobada d'Oriol @junqueras, @ForcadellCarme, @raulromeva, @dolorsbassac i @MeritxellSerret amb el president @KRLS Puigdemont. També han pogut abraçar @toni_comin i @valtonyc. Lluitarem sense descans fins que pugueu tornar a casa✊! Exigim amnistia🎗️! https://t.co/mBZICrN6rW",autopromocio
1286,"Dia d'emocions a Estrasburg, on tantes coses vam començar, incloent l'amistat amb @junqueras. 

I dia de recuperar el camí de tanta feina per fer a nivell personal a Europa. https://t.co/Y4iS7ec7m9",autopromocio
1287,"Un gran moment, esperant el dia del retrobament a Catalunya. No pararem fins que tots i totes siguem a casa. https://t.co/DqLHgkpC5h",autopromocio
1288,"Després de tan temps #Waterloo .Ens hem trobat amb el President @KRLS, amb @toni_comin  i @valtonyc. https://t.co/wVnuLbFV7x",presidencia
1289,"Content d'haver-nos pogut retrobar, després de gairebé quatre anys, amb el president @KRLS Puigdemont, el conseller @toni_comin i @valtonyc. No defallirem fins que siguem tots lliures i en una Catalunya lliure. Estic convençut que ho aconseguirem! https://t.co/0s55uCQcU5",presidencia
1290,"Endavant, @eloifonollosa
I moltes gràcies a @NiaTorrente per tot el compromís! https://t.co/RRyMUebUKA",autopromocio
1291,"📸Oriol @junqueras, @ForcadellCarme, @raulromeva, @dolorsbassac i @MeritxellSerret són a Estrasburg, seu del Parlament Europeu, per denunciar la repressió de l'Estat ❗ https://t.co/K6rhEC0QIt",autopromocio
1292,"Anant cap a #Estrasburg , en tren, al Parlament Europeu.
Allà ens trobarem a @MeritxellSerret  i a @ClaraPonsati . Ganes de veure'ns i d'abraçar-nos. Avui hi ha ple i moltes persones eurodiputades, fent seva tasca. https://t.co/ITYHJmVXbI",accio exterior i govern obert
1293,"Avui som al Parlament Europeu, a Estrasburg, per treballar i denunciar la repressió de l'Estat: és aquí on ens hi juguem bona part del futur, el nostre i també el del país. N'estem convençuts! Gràcies, @ForcadellCarme, @raulromeva, @dolorsbassac i @MeritxellSerret per ser-hi! https://t.co/blBVZVTDuH",autopromocio
1294,🆕 [NOTÍCIA] Aquesta tarda @eloifonollosa ha pres el relleu de @NiaTorrente a la Presidència del @consellbages. Continuem treballant des del món local i també des dels ens supramunicipals per millorar el benestar de la ciutadania #MunicipisRepublicans https://t.co/SuPuZORLVm,autopromocio
1295,"Normalitzar discursos d’odi ens condueix a la barbàrie. No és suficient la condemna a tota agressió per ser com un vol i estimar com un vol. Hem de lluitar frontalment contra l’odi a tots els nivells i amb totes les eines. 
És una prioritat.",autopromocio
1296,"🎥[VÍDEO] @martavilaltat: ""Destaquem les imatges del retrobament entre els presos i les preses polítiques i les persones exiliades. Ens recorden que la repressió continua  i que no ❌ podem normalitzar aquesta situació"" https://t.co/Rc7jzf2EiL",autopromocio
1297,"La meva comarca té, a partir d'avui i per primer cop a la història, presidenta 👏 La republicana @carmepallasg En compliment de l'acord, ha rebut vots de FIC i PSC. Junts ha trencat dos anys govern unitat al @ConsellConca votant en blanc. @Esquerra_ERC https://t.co/Zg8JxuhzXB",autopromocio
1298,"Gràcies, @slvhinojosa, per descriure a la perfecció tres passions totes connectades: la meva família, l’Índia i el servei públic. https://t.co/lfgzhYZiAG",autopromocio
1299,Que determinades veus científiques sempre tan crítiques amb @salutcat estiguin ara tan apagades en aquesta brutal onada pandèmica demostra com el partidisme afecta qualsevol sector. Fins i tot els que van de professionals tècnics independents. Perdoneu però algú ho havia de dir!,autopromocio
1300,Oriol @junqueras ha anat fins a Ginebra conduint per retrobar-se amb @martarovira després de tres anys i mig: “Hem parlat molt de futur.” #FAQSdimecresTV3 ▶ https://t.co/m6DYUb1o7P https://t.co/NHUpB1nZ9t,autopromocio
1301,"🎥[VÍDEO] @junqueras, al #FAQSdimecresTV3: ""Hem de ser tan forts, tants a reclamar-ho, amb tantes aliances i complicitats, que fem inevitable aquest 📩referèndum, que els aparells de l'estat espanyol no volen. Es tracta que el fem✊ inevitable"" https://t.co/gOazxG8XrE",autopromocio
1302,"""La presó, l'exili i la repressió individual formen part del camí a la llibertat col·lectiva. Som el fruit de moltes derrotes, però estic convençut que som la llavor de totes les victòries"" ⬇️

https://t.co/TEVLfqLL9F",autopromocio
1303,"📸Gairebé 4 anys després de presó i d'exili, @martarovira, @junqueras, @ForcadellCarme, @dolorsbassac i @raulromeva han pogut tornar-se a abraçar de nou a Ginebra!💜💛

📲 Llegeix la notícia 👉https://t.co/bNwZzjB8lQ https://t.co/iMGt1kjIrf",autopromocio
1304,Amb moltes ganes de retrobar-nos i abraçar-nos després d'anys d'absència. https://t.co/xHgW7wsa7s,autopromocio
1305,Camí de Ginebra.@martarovira @ForcadellCarme @junqueras @raulromeva. https://t.co/gCZtSFHmvg,autopromocio
1306,"Avui, després de gairebé 4 anys, ens hem pogut tornar a abraçar. No defallirem fins que tots i totes pugueu tornar a casa! T'estimem, @martarovira! https://t.co/I9XG50fNYo",autopromocio
1307,"Tota l'estima i suport a les companyes i companys que avui també reben la ràbia de l'Estat. Som encara en plena venjança, i l'única solució real també és allà on era: amnistia i autodeterminació. https://t.co/A7H8G8lCii",autopromocio
1308,"Oriol @junqueras i @raulromeva participen a la reunió del grup parlamentari d'@Esquerra_ERC 

Molt contents de tornar-vos a veure al #Parlament! 👏💛 https://t.co/vnvbTasAKK",presidencia
1309,"El Tribunal de Cuentas em demana gairebé 2 milions d’euros per haver defensat la democràcia. Una vegada més, la repressió s’abraona sobre nosaltres i sobre les nostres famílies. No renunciarem mai al combat per l’amnistia! https://t.co/HwFvH24XCB",autopromocio
1310,"Quin retrobament, quants llocs i quantes persones estimades! I per fi en llibertat, la mateixa llibertat que volem i que hem d’aconseguir per a tothom. https://t.co/Orrm55UozB",igualtat i feminismes
1311,"Després de 39 mesos de presó, torno al Palau de la Generalitat i al Parlament emocionada i agraïda a totes les persones que ens donen suport i ens estimen. Fem un pas més en el camí cap a la fi de la repressió, de l'autodeterminació i de la república justa lliure i feminista.",autopromocio
1312,"🎥[VÍDEO] Oriol @junqueras: ""Davant la repressió, la independència és més que mai un deure que tenim amb el conjunt de la societat, és l'única garantia per construir una societat lliura, justa i que garanteixi la dignitat de les persones""#CN_ERC https://t.co/a8bZqq0rct",presidencia
1313,"💜 Avui ens hem pogut retrobar amb els companys i amics Oriol @junqueras, @ForcadellCarme, @raulromeva i @dolorsbassac a la Permanent Nacional d’@Esquerra_ERC per primer cop després de tres anys i mig! Quin orgull tornar-vos a tenir a prop! 

📷 @marcpuigperez https://t.co/tU5vNC1y7R",autopromocio
1314,"Després de quasi 4 anys empresonat, avui he pogut tornar a assistir a una Permanent Nacional d'@Esquerra_ERC. Em sento orgullós de tornar a treballar colze a colze amb tots els companys i companyes. T'hi trobem a faltar, @martarovira! https://t.co/xPcuVJg2WI",autopromocio
1315,"📸 Oriol @junqueras,  @ForcadellCarme, @raulromeva i @dolorsbassac participen per primer cop, després de 3 anys de presó, en una Permanent Nacional  ✊💛

Contents de tenir-vos amb nosaltres! https://t.co/jHnscN0jkE",autopromocio
1316,"🎥[VÍDEO]@junqueras a @LaVanguardia:""Nuestro compromiso con la Amnistia es absoluto. No renunciamos a la Amnistia, ni la Democracia, ni a la defensa de los Derechos Humanos con los que nosotros siempre, indudablemente, hemos estado plenamente comprometidos"" https://t.co/FUUWdXvumN",presidencia
1317,"S'ha de poder votar sobre la independència de Catalunya. Al principi no serà fàcil, però estic convençut que votarem. 

Podeu recuperar aquí la meva primera entrevista en llibertat ⬇️
https://t.co/YXvuB0g6Ie",autopromocio
1318,"Continuarem treballant plegades per l’autodeterminació i l’amnistia, sense cap mena de dubte. 
I després d’aquests tres anys abruptes de separació i aïllament, espero poder-les retrobar en persona ben aviat!
Seguim!",autopromocio
1319,"❗Els presos i preses polítiques surten de les presons

Contents de tornar-vos a abraçar, @junqueras, @raulromeva, @ForcadellCarme i @dolorsbassac !!💛💜

Els indults no ❌ són la solució. Exigim 🎗️ l'amnistia per acabar amb la causa general contra l'independentisme https://t.co/uxD3YsJgE4",presidencia
1320,Llibertat💛 https://t.co/35id8d462U,igualtat i feminismes
1321,"Avui és un dia d’alegria.Pels presos i preses polítiques, per les seves famílies. Després de tres anys i mig, recuperen la llibertat, però cal seguir treballant per l’amnistia, pel retorn dels exiliats i per construir una Catalunya independent, justa, verda, pròspera i feminista. https://t.co/cJfnKxM4H5",autopromocio
1322,"❕Oriol @junqueras a la sortida de la presó de Lledoners: ""Demà, demà passat, i fins al dia de la victòria, seguirem treballant al costat de la gent d'aquest país per fer realitat la #RepúblicaCatalana 💪. Visca Catalunya lliure!"" https://t.co/jC9q3JVrRR",autopromocio
1323,Benvingut @junqueras! https://t.co/BFjlRhMLPj,presidencia
1324,"Avui ens reunirem amb les persones que més estimem, i demà, demà passat, i fins al dia de la victòria, seguirem treballant per la República catalana. Visca Catalunya lliure! https://t.co/7411fP5ak7",autopromocio
1325,"Els agressors, avui i cada dia de l’any, ens tindran al davant. Són un objectiu. Perseguirem els que es creuen amb el dret d’agredir altres persones pel seu gènere, origen o orientació sexual. https://t.co/qeYU7TSwMe",autopromocio
1326,Més clar que l'aigua. https://t.co/SfIgAJVDiL,autopromocio
1327,"Gràcies companya @lauracastelfort per la gran feina feta per l’informe Cilevic. 
D’una importància vital, aprovat al bell mig d’Europa, allà mateix on s’escullen els Magistrats del TEDH. 

https://t.co/6EV348XnN6",autopromocio
1328,Moltes gràcies estimada @lauracastelfort per la feina feta al Consell d'Europa. Un pas més en la defensa d'una sortida democràtica al conflicte polític. No defallim! https://t.co/CpsLctsGFx,autopromocio
1329,"«El llibre parla de vida, de VIDA en majúscules. I et permet entendre qui és l'Oriol de la manera més íntima», explica @alba_alfageme_, autora del pròleg de #ContraLAdversitat https://t.co/72wtWLITBZ",autopromocio
1330,"Aprendre, treballar i estimar. Gran @junqueras #ContraLadversitat https://t.co/bfvgiH7Iqi",autopromocio
1331,"Avui he compartit escenari amb @alba_alfageme_ i @MeritxellSerret, amb motiu de la presentació del meu nou llibre, #ContraLadversitat, on hem parlat de vida, llibertat, passat, present i futur. Allà m’he pogut retrobar, per fi, amb moltes de les meves companyes i companys. https://t.co/ysNqE7ltBe",autopromocio
1332,"Avui a  la tarda conversarem sobre VIDA i resiliència amb @junqueras a la presentació del seu darrer llibre #contra_adversitat amb @MeritxellSerret i @jcgirbes . Un llibre íntim i personal sobre el passat, present i futur. 
 👇💜 https://t.co/4jJAQkKS6L",autopromocio
1333,Aquesta tarda serem a la presentació del teu llibre @junqueras Amb ganes de saludar-te i llegir-te https://t.co/iP5cMDhEFl,autopromocio
1334,"Aquesta tarda presentació del llibre de @junqueras 'Contra l'adversitat' amb @MeritxellSerret i @alba_alfageme_ 
Allà estarem🙋‍♂️ https://t.co/WmbDwUB3nb",autopromocio
1335,"🎥[VÍDEO] @martavilaltat: ""Avui, fem una proposta de renovació de l'Executiva Nacional. Per enfortir-nos 💪, per preparar-nos al màxim i per seguir fent d'@Esquerra_ERC una eina útil i per assolir la #RepúblicaCatalana"" #CN_ERC https://t.co/aDaC7Pjae1",empresa i treball
1336,"Molta precaució a les carreteres, especialment col·lectius vulnerables com els motoristes. Ens hem passat mesos amb restriccions per preservar la vida. No ho perdem ara a la carretera. https://t.co/TTgLuurxIa",autopromocio
1337,"📢 Oriol @Junqueras presenta el seu llibre #ContraLAdversitat a Barcelona!

🗓 Dissabte 19 - 19 h
📍 Parc Central del Poblenou
✉ Imprescindible reservar seient a: https://t.co/chtzIQvkIS

💬Una conversa amb @MeritxellSerret i @alba_alfageme_.

Us hi esperem! https://t.co/FCKK8usxDJ",autopromocio
1338,"📢 Aquesta tarda, a les 19 h, Oriol @junqueras presenta el seu nou llibre #ContraLAdversitat al Parc del Poblenou!

💬 Amb @MeritxellSerret i @alba_alfageme_.

Encara pots reservar el teu seient aquí: https://t.co/cyoRlL4SJc

▶ O seguir-ho en línia aquí: https://t.co/nRPUOAUij7 https://t.co/Om0tdu3v2c",autopromocio
1339,"Aquesta tarda, un breu permís penitenciari em permetrà presentar el meu nou llibre, #ContraLadversitat, a Barcelona. Hi seré amb les estimades @MeritxellSerret i @alba_alfageme_. Us hi espero! https://t.co/5RJu3xDa5a",autopromocio
1340,"El més sincer condol a tota la família, amics i companys de @bomberscat. En aquests moments de dolor, estem al vostre costat. Desitjar també la ràpida recuperació de la resta de ferits. Una abraçada a tot el cos. https://t.co/S8UNJEBrOd",interior
1341,"📢 Demà, Oriol @junqueras presenta el seu nou llibre, ""Contra L'adversitat"", amb @MeritxellSerret i @alba_alfageme_. 👀No t'ho perdis!

🕖19 h
📍Parc Central del Poblenou

🎫Per assistir-hi, inscriu-te👉 https://t.co/hDWTQMJHsU
📲Segueix-lo per streaming👉 https://t.co/N8oiB3kIwb https://t.co/nNRKylFCHO",autopromocio
1342,"""El nostre objectiu és l'amnistia i l'exercici del dret d'autodeterminació. El nostre objectiu és la república i la implementació dels valors republicans, una Catalunya independent que disposi de les totes les eines"" ⬇️
https://t.co/V8uajj2sTX",autopromocio
1343,"🎥[VÍDEO] @junqueras a @tv3cat: ""Els nostres objectius són l’amnistia🎗️, l’exercici del dret a l’autodeterminació🗳️, la #RepúblicaCatalana i la implementació dels valors republicans. Una Catalunya independent per servir els seus conciutadans✊"" https://t.co/Kv2VhTFj2m",presidencia
1344,"🎥[VÍDEO] Oriol @junqueras 🎗️: ""Sumar cada vegada més gent i ser més forts ens acosta als objectius tan nobles de justícia, de #RepúblicaCatalana, d'independència i de la plena democràcia"" https://t.co/JwM1Z4uiaP",presidencia
1345,"""La millor garantia per servir a la 👫 gent és estimar-la. M'estimo molt al meu país, a la gent amb la seva immensa diversitat i al concepte de justícia, llibertat i democràcia ✊"", clou @junqueras",autopromocio
1346,"«Les organitzacions polítiques de l'estat espanyol han jugat el paper que han jugat. Molts d'ells continuen aplaudint amb entusiasme una repressió que afecta milers de persones», explica @junqueras en referència als capítols que dedica al Partit Socialista

#ContraLAdversitat https://t.co/UjdPwF01X8",presidencia
