,original,clase
314,"Cinisme: PSOE i PODEMOS aproven d’amagatotis, en ple mes d’agost, sense transparència i sense consens, una línia elèctrica de 181km.

Trinxen tot el territori amb un projecte que no aportarà cap nova inversió i que no rebaixarà el preu de la llum.

El sud de Catalunya diem #PROU! https://t.co/j22vqYOwlB",presidencia
315,"Acaba de aterrizar en España el tercer avión del Servicio Europeo de Acción Exterior, procedente de París, con 36 personas evacuadas de Afganistán. Con este vuelo son ya algo más de 110 refugiados de la Unión Europea que hemos acogido en el hub de la base militar de Torrejón. https://t.co/wmNCCvcyZv",immigracio
317,"⏯ La selección española ????arrasó en audiencia en Cataluña durante la Eurocopa, mientras TV3 omitía a España en informativos.

???? @Lroldansu “Los datos no engañan y vencen los mantras nacionalistas, TV3 dejó de ser líder de audiencia durante la Eurocopa, esa es la Cataluña real” https://t.co/7DEB3SALam",cultura
318,"Los agentes rurales son esenciales en la conservación del medio ambiente.

??Por eso, hemos registrado una Propuesta de Resolución para incrementar un 25% la actual plantilla del cuerpo de Agentes Rurales de Cataluña.

¡Más conservación, menos ideología!
https://t.co/ZOp2hzYobR",accio climatica alimentacio i agenda rural
319,"Notícies que a vegades passen massa desapercebudes, però que marquen el camí de la innovació: un país inclusiu i divers, on es respecten els drets bàsics de tothom per a una vida digna per a totes.
Bona feina @MarcSerraSole i @bcn_ajuntament 
Racisme mai més. https://t.co/UOOhPKUQgh",empresa i treball
320,"Avui que hi haurà un nou màxim històric en el preu de la llum, és important la creació d’una empresa energètica pública, que també disposi d’una comercialitzadora, per donar una cobertura i un servei democratitzat, lluny dels interessos econòmics.
https://t.co/KOrbvZBO3o",accio climatica alimentacio i agenda rural
321,Mon interview de @KRLS ce matin dans @libe https://t.co/xQjPnYeDvf,autopromocio
322,"Raül: ""90 anys després, la República Catalana continua sent l'oportunitat per modernitzar la nostra democràcia i deixar de ser súbdits. Esdevinguem ciutadans cívics, actius i responsables del nostre destí individual, comunitari i global. Visca la República!"" https://t.co/9ImvcUx2QW",presidencia
323,"La legislatura está en vía muerta. Un avión con avería en un motor debe volver al aeropuerto antes de estrellarse.
 
Sánchez debe dimitir y convocar elecciones. Va a dejar España destrozada pero estamos dispuestos a achicharrarnos para salvarla otra vez.
Mi entrevista en @Vocento https://t.co/dTCjMnY1h6",presidencia
324,"«Les organitzacions polítiques de l'estat espanyol han jugat el paper que han jugat. Molts d'ells continuen aplaudint amb entusiasme una repressió que afecta milers de persones», explica @junqueras en referència als capítols que dedica al Partit Socialista

#ContraLAdversitat https://t.co/UjdPwF01X8",presidencia
325,"70.000 niños catalanes no tienen acceso a una alimentación suficiente.

Mientras, los separatistas gastaron 4,3 millones en 2020 en sus 15 embajaditas en el extranjero para ensuciar la imagen de España. 

#Los11deVox exigimos su cierre inmediato. Un dispendio inmoral y desleal.",presidencia
326,"¡Primera medalla de oro, enhorabuena! https://t.co/YDgyJReOqq",salut
327,"??[VÍDEO] Oriol @junqueras ??️: ""Sumar cada vegada més gent i ser més forts ens acosta als objectius tan nobles de justícia, de #RepúblicaCatalana, d'independència i de la plena democràcia"" https://t.co/JwM1Z4uiaP",presidencia
328,"El 77'6 % de catalans i catalanes suspèn a la Monarquia, però alguns volen que d'això no se'n parli al Parlament de Catalunya. Mentre la monarquia segueixi sent un problema, en seguirem parlant. Tot el suport @rogertorrent 

https://t.co/PvmmRCbK2H",presidencia
329,"✊?? Una finestra a l’optimisme i l’esperança. Us recomano l’últim llibre de @junqueras??️ des de la presó. ‘Contra l’adversitat’ ens ofereix una reflexió íntima i, a la vegada, per compartir, sobre com fer-nos més forts com a persones i com a país. 

Per llegir i compartir! https://t.co/drCltZwVfC",presidencia
330,"⛔ Podemos evitar el Gobierno de la Plaza de Colón.
Hay alternativa al Gobierno de Colón ✊
⚡ Un Gobierno en serio, antes de que sea demasiado tarde.
 
???? Un Gobierno en serio con un Plan de Choque Económico y Sanitario.

?? @equipoGabilondo
 
#GobernarEnSerio https://t.co/AcKh3csVOi",presidencia
331,"Lo cuenta @carlossmato: en otras crisis con caídas parecidas del PIB, se habrían destruido unos 3M de empleos
Hoy 9 de cada 10 personas que habían perdido su trabajo respiran un poco más tranquilas
Cuidar a la gente: bueno para el país y para la economía
??https://t.co/MLnmJ1Jxbt https://t.co/h0iZWTbZvY",economia i hisenda
332,¿Por qué son tan importantes las empresas públicas para superar imprevistos como la COVID o Filomena? Te lo cuento en este vídeo ???? https://t.co/2j1HwaxA29,salut
333,"??️@el_pais recoge la historia de Laura (nombre ficticio), víctima de violencia machista, y su perra Buddy. 

Con @VioPet112 Laura pudo huir sin dejar a su animal de compañía en manos de su agresor.

Si sufres una situación similar, llama al ??673 765 330.
https://t.co/KagZEWJ7Pl",igualtat i feminismes
334,"Condemno rotundament el vandalisme, la violència, la intimidació i els desperfectes al mobiliari urbà i als establiments que viu Barcelona una nit més.
Reclamo al Govern que posi en valor la feina dels cossos de seguretat en la seva tasca i que garanteixi la seguretat a Catalunya",interior
335,"Nosaltres ja hem fet la nostra aportació a la plataforma de @LasKellysBCN amb el seu crowfunding! Estan fent un grandíssim treball per garantir els drets laborals del personal de neteja. ?? T'animes tu també? ??#YoReservoConLasKellys

https://t.co/7XqZTvHul2",empresa i treball
336,"#VamosEspaña ????

Joan Cardona se cuelga el bronce en vela en los juegos de #Tokyo2020 en una remontada impresionante en los últimos metros a meta.

¡Felicidades, @JCardonaPodium, por esta medalla ??!
#ElCorazónDeEspaña https://t.co/NAiBFL6hBD",salut
337,"?????? Oriol Junqueras defensa que l’estratègia d’Esquerra Republicana és ‘la millor i més ràpida per assolir la independència’ https://t.co/wbC05MzvPX

@junqueras @Esquerra_ERC @ERCEbre https://t.co/DVLhhrSQkF",presidencia
338,"⚖️| #Justicia2030
El Anteproyecto de Ley de Eficiencia Digital integrará todas las herramientas tecnológicas para que el ciudadano se relacione con la #AdministraciónDeJusticia. Un paso indispensable en el plan de modernización de #Justicia2030 ?? https://t.co/R6CZQ1eQiW",vicepresidencia i politiques digitals i territori
339,"Enhorabona Emilio Morenatti pel Pulitzer. Per captar la soledat, el dolor i l’angoixa de la gent gran durant la Covid19, però també el compromís i el treball dels professionals de les cures. https://t.co/QFRb8SJfeS",cultura
340,"Cuando digan que están al lado de los y las trabajadoras, recuerda lo que decían en The Wire: follow the money

https://t.co/fMv9mntTJe",empresa i treball
341,"Así hay que tratar a los comunistas ??

Grande @AntonioGalleg0 https://t.co/spR7A0VW0D",presidencia
342,"És l'hora de posar fi a la repressió. És l'hora d'un referèndum acordat amb l'aval internacional, com desitja la majoria de la població de Catalunya. Amnistia i autodeterminació. Llibertat i democràcia. Negociació i acord. És el moment de tornar a fer política. Afrontem-ho. https://t.co/60jwcu0sVL",presidencia
343,"??[PERFIL] Sabies que @oriolllado va entrevistar a Pere Calders quan anava a la Universitat o que va fundar un cineclub??️ a la ciutat de Badalona?

1⃣0⃣coses que potser no sabies del nou vicesecretari general de Comunicació i Estratègia d’@Esquerra_ERC??

https://t.co/MfNIoZTh0o",cultura
344,"Desitjo tota la sort als estudiants que des d'avui fins divendres s'examinaran de les proves #PAU21CAT.

Després del darrer any, que ha sigut dur, només us queda una última empenta!",cultura
345,"?? #President @perearagones a @elperiodico_cat: ""El president del govern espanyol sap perfectament que el referèndum a #Catalunya és inevitable""

??Llegeix l'entrevista sencera
https://t.co/WCuYo28daJ",presidencia
346,"En ???? hemos sembrado una semilla en el corazón de los afganos. Y hasta en los tiempos más oscuros, el recuerdo de la ???????????????? y del ???????????????? es una semilla que germinará.

Y ???? siempre estará ahí defendiendo los DDHH.

??️@sanchezcastejon

#LaEspañaQueHacemos_ https://t.co/ye0vU2jHZK",immigracio
347,"Espanya intenta aixecar les cautelars que ens va donar el Tribunal de Luxemburg dient que les euroordres estan suspeses i que, amb o sense immunitat, ara mateix no poden detenir els exiliats.

Quan aquest és l'argument, és que la batalla ja l'hem guanyat.
https://t.co/D6ttsFRTnt",justicia
348,Em comprometo a exercir el càrrec de President de la Generalitat de Catalunya amb tota la humilitat personal i tota l'ambició col·lectiva. Amb mà estesa i amb determinació democràtica. Amb els valors republicans i sempre al servei de la ciutadania. Visca Catalunya Lliure! https://t.co/IsE8a2n4oy,autopromocio
349,"Todo nuestro apoyo a los equipos de emergencias que luchan contra el fuego en estos días de ola de calor y sequía.

Ante el grave riesgo de incendios pedimos máxima precaución y responsabilidad para proteger nuestro entorno natural.

Nos jugamos demasiado. https://t.co/yvxOMPL1XA",interior
350,El capricho de hacer el Space Cowboys de Bezos nos sale muy caro???? https://t.co/Dv8hAQHebe,recerca i universitats
351,"#2agosto1944 4.300 Gitanos/as - familias enteras del llamado Zigeunerlager en Auschwitz-Birkenau fueron asesinadas. Hoy conmemoramos el #77aniversario de esos hechos. Al mismo tiempo, conmemoramos los 500.000 Gitanos/as asesinados en los campos de exterminio nazis. Abro hilo?? https://t.co/UoduufKjav",justicia
352,Ignacio Garriga recuerda a las víctimas del atentado islamista en Barcelona y llama a evitar 'por todos los medios' que los terroristas liberados por los talibanes en Afganistán lleguen a Europa https://t.co/wSVlekdhbz,justicia
353,".@jcamposasensi @_Marta_Castro 
@vox_es

VOX solicita al TSJ de Baleares la suspensión urgente de las medidas decretadas por el Gobierno Balear respecto al ocio, eventos deportivos y visitas en centros sociales

Aquí puedes leerlo  https://t.co/YajYFjVWst",justicia
354,"Com es deu dir ""claveguera"" i ""democràcia"" en mallorquí, menorquí, eivissenc o valencià, estimat sr Casado? https://t.co/us8z8wfgZg",cultura
355,"Otra granja que sufre un sabotaje por parte de organizaciones animalistas. ¿La consejera @TeresaJorda piensa salir a defender a nuestros ganaderos? ¿Va a investigarlo el señor @joanignasielena?

Animalismo no es que te gusten los animales, es el fin de nuestra manera de vivir. https://t.co/SiC5Emeedk",accio climatica alimentacio i agenda rural
356,‼⚠ Algunos perfiles están difundiendo estos días una noticia falsa que publicó El Español en 2019. https://t.co/D9ZzoTPT2M,cultura
357,"Las actuaciones de desarrollo del hub de Barcelona crearán un 'Nuevo Espacio Natural del Delta del Llobregat', con una superficie adicional protegida medioambientalmente del 25% en relación con la actual. 

Mi artículo para @elperiodico.
https://t.co/dlkcD8lwGy",empresa i treball
358,"Juanma Moreno incumple todos los acuerdos firmados con @AndaluciaVOX para combatir la immigracion ilegal.

‼️ Más de 500 ilegales llegados a Andalucía han tenido que ser aislados por coronavirus.

??️ @Rodrigo_AlonsoF: ""El PP hace seguidismo de las políticas globalistas del PSOE"". https://t.co/OfcKGyJDGY",immigracio
359,"Podía ser el abuelo de cualquiera de nosotros.

Defendió su propiedad y su vida, pero la ley está al lado del delincuente. Mi apoyo a este hombre de 77 años que ahora sufrirá un calvario judicial

¿Qué hacía en España un delincuente extranjero reincidente?
https://t.co/3hbP75Yk5o",drets socials
360,"Acabo de hablar con el alcalde de Peñíscola @andripeniscola para interesarme por la situación provocada por el derrumbe de un edificio. 

Todo mi apoyo a los servicios de emergencia que trabajan para encontrar a las personas atrapadas.",interior
361,"Lo único verde que tendrá la ampliación del aeropuerto de #ElPrat serán los billetes??  que unos pocos se embolsarán sacrificando sin contemplaciones a las personas y al territorio en el que viven.

??️ @G_Pisarello ?? https://t.co/XJqFQlrdK0",accio climatica alimentacio i agenda rural
362,"Asad Haider sobre Stuart Hall https://t.co/R59onhLFJJ

Haider estará en la #EscolaCUP el 4 de septiembre y esa semana en Barcelona, Iruñea y Madrid para debatir sobre identidades, raza y clase. Su libro aquí https://t.co/jlwtm98dqm También el de Hall https://t.co/pYZgs68zPH",cultura
363,"⏩Les CUP del Camp i Terres de l'Ebre ens oposem a la línia de Molt Alta Tensió (MAT) que creua tot el territori 

❌ Rebutgem un model que perpetua que la generació d'energia estigui en mans dels de sempre i que continua trinxant el territori

??https://t.co/YPslEb1KHg https://t.co/UdfhvLL8gy",presidencia
